Id,Model,Price,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Tow_Bar
1220,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6750,80,1,1998,86109,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1
1221,Corolla 1.3 16V LB Linea Luna 4/5-Doors,8750,79,2,1998,86000,Petrol,86,1,0,1300,5,4,5,69,1040,0,0,3,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1
1222,Corolla 1.6 HB LINEA LUNA 2/3-Doors,8950,80,1,1998,86000,Petrol,110,0,0,1600,3,4,5,19,1050,0,1,3,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0
1223,Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8500,70,11,1998,85864,Diesel,72,1,0,2000,5,4,5,185,1135,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
1224,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,80,1,1998,85565,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1
1225,Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9450,70,11,1998,85470,Petrol,107,0,1,1600,3,4,5,85,1080,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1226,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,73,8,1998,85200,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1227,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7900,70,11,1998,85000,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
1228,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,73,8,1998,84988,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1229,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,79,2,1998,84966,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1
1230,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,5,1998,84472,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1231,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,73,8,1998,84402,Petrol,110,1,0,1600,4,4,5,69,1035,1,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1232,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,74,7,1998,84123,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1233,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,80,1,1998,84000,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
1234,Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,7250,78,3,1998,84000,Petrol,110,1,0,1600,5,4,5,19,1065,0,1,3,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
1235,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,7750,77,4,1998,84000,Petrol,110,1,0,1600,5,4,5,85,1085,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1236,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8700,75,6,1998,83850,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
1237,Corolla LIFTBACK 1.6 Linea Terra Liftback 4/5-Doors,8950,80,1,1998,83540,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1238,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6750,76,5,1998,83405,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1239,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,71,10,1998,83291,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1240,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,69,12,1998,83133,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1241,Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,71,10,1998,83047,Petrol,86,1,1,1300,3,4,5,69,1045,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1242,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,71,10,1998,82700,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0
1243,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,78,3,1998,82675,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1244,Corolla 1.3 HB LINEA TERRA 2/3-Doors,5950,78,3,1998,82595,Petrol,86,1,0,1300,3,4,5,19,1015,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1245,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,75,6,1998,82256,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0
1246,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,77,4,1998,82103,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1247,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,80,1,1998,82021,Petrol,86,1,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1248,Corolla 1.6 Linea Luna 4/5-Doors,8950,71,10,1998,82000,Petrol,110,1,0,1600,5,4,5,85,1075,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0
1249,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7495,79,2,1998,81988,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1
1250,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,76,5,1998,81930,Petrol,110,0,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1251,Corolla 1.6 VVTi Linea terra 2/3-Doors,6950,70,11,1998,81663,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
1252,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7990,77,4,1998,80486,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1253,Corolla 1.6 16v Linea Terra 4/5-Doors,7250,78,3,1998,80000,Petrol,110,1,0,1600,4,4,5,19,1065,0,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
1254,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,69,12,1998,79000,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1255,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,74,7,1998,78894,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1256,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,78,3,1998,78689,Petrol,110,0,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,77,4,1998,78435,Petrol,86,0,0,1300,3,4,5,69,1015,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,Corolla 1.6 Linea Terra HB 2/3-Doors,8500,71,10,1998,78260,Petrol,110,0,0,1600,3,4,5,69,1050,0,0,12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1259,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,72,9,1998,78120,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0
1260,Corolla 1.3 HB LINEA TERRA 2/3-Doors,6950,77,4,1998,77000,Petrol,86,0,0,1300,3,4,5,19,1015,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1261,Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8000,78,3,1998,77000,Petrol,110,0,0,1600,3,4,5,69,1050,0,0,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1
1262,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,75,6,1998,76382,Petrol,110,1,0,1600,3,4,5,85,1055,0,1,3,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1
1263,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,76,5,1998,76268,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1264,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,73,8,1998,76151,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0
1265,Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8250,80,1,1998,76000,Petrol,110,0,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
1266,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,71,10,1998,76000,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1267,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,72,9,1998,75840,Petrol,86,0,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1268,Corolla 1.6 HB LINEA TERRA 2/3-Doors,9500,77,4,1998,75799,Petrol,110,1,0,1600,3,4,5,19,1050,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1269,Corolla 1.6 Linea Terra Comfort H 2/3-Doors,8950,72,9,1998,75525,Petrol,110,1,0,1600,3,4,5,19,1114,0,0,6,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0
1270,Corolla 1.3 Linea Terra wagon Stationwagen,8450,78,3,1998,75323,Petrol,86,1,0,1300,5,4,5,69,1050,0,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1271,Corolla 1.6 station 1 Stationwagen,7995,79,2,1998,75322,Petrol,110,1,0,1600,4,4,5,85,1115,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1272,Corolla 1.6 Linea Terra Sd 4/5-Doors,8750,78,3,1998,75226,Petrol,110,0,0,1600,4,4,5,69,1035,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1273,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,71,10,1998,75085,Petrol,86,0,0,1300,5,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1274,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,73,8,1998,75000,Petrol,110,0,0,1600,5,4,5,85,1075,0,0,3,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0
1275,Corolla 1.3 16V Linea Terra 4/5-Doors,8950,69,12,1998,75000,Petrol,86,1,0,1300,4,4,5,69,1000,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,69,12,1998,75000,Petrol,86,1,0,1300,4,4,5,69,1000,1,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1
1277,Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,78,3,1998,74926,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,6,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
1278,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,80,1,1998,74785,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1279,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,69,12,1998,74573,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1280,Corolla 1.3i LINEA TERRA 2/3-Doors,5950,75,6,1998,74567,Petrol,86,1,0,1300,3,4,5,19,1015,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1281,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,80,1,1998,74196,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1
1282,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,80,1,1998,74151,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1283,Corolla 1.6 16V HATCHB S 2/3-Doors,7400,75,6,1998,74096,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0
1284,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,79,2,1998,74093,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
1285,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,71,10,1998,74000,Petrol,110,0,0,1600,3,4,5,69,1050,0,0,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1
1286,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,75,6,1998,74000,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1287,Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,78,3,1998,73638,Petrol,86,1,1,1300,4,4,5,19,1015,0,1,12,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1288,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,75,6,1998,73460,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1289,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,80,1,1998,73200,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
1290,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,76,5,1998,73116,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0
1291,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,70,11,1998,73014,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1
1292,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,77,4,1998,72703,Petrol,110,1,0,1600,3,4,5,69,1050,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1293,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,79,2,1998,72328,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1
1294,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,78,3,1998,72222,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1295,Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,71,10,1998,72128,Petrol,107,1,1,1600,5,4,5,85,1100,0,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1
1296,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,78,3,1998,72090,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1
1297,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,78,3,1998,72000,Petrol,110,1,0,1600,4,4,5,69,1035,1,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1
1298,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,78,3,1998,72000,Petrol,110,0,0,1600,3,4,5,85,1055,1,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
1299,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,77,4,1998,71900,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1300,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,77,4,1998,71825,Petrol,110,0,0,1600,5,4,5,85,1075,0,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0
1301,Corolla 1.6 Terra LB 4/5-Doors,6950,80,1,1998,71740,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1302,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,80,1,1998,71500,Petrol,110,1,0,1600,4,4,5,69,1035,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1303,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,2,1998,71359,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1304,Corolla 1.3 16v linea terra ,5950,79,2,1998,71263,Petrol,86,0,0,1300,3,4,5,69,1015,0,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1305,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,78,3,1998,71186,Petrol,110,0,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
1306,Corolla 1.3 Linea Terra Hatchback 2/3-Doors,8950,72,9,1998,71054,Petrol,86,0,1,1300,3,4,5,69,1045,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,Corolla 1.6 VVTi Linea terra 2/3-Doors,7950,76,5,1998,71000,Petrol,110,1,0,1600,3,4,5,69,1050,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Corolla 1.6 lb aut 4/5-Doors,6900,80,1,1998,70939,Petrol,110,1,1,1600,5,4,5,85,1100,0,1,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1
1309,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,77,4,1998,70932,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0
1310,Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,80,1,1998,70597,Petrol,107,1,1,1600,3,4,5,85,1080,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1
1311,Corolla 1.6 WGN LINEA TERRA Stationwagen,7500,73,8,1998,70482,Petrol,110,1,0,1600,5,4,5,19,1075,0,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1312,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,77,4,1998,70124,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
1313,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,76,5,1998,70039,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1314,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,80,1,1998,69904,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1315,Corolla 1.3 HB Linea Terra 2/3-Doors,7950,75,6,1998,69388,Petrol,86,0,0,1300,3,4,5,69,1010,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,75,6,1998,69320,Petrol,110,1,0,1600,5,4,5,85,1070,1,1,3,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0
1317,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,78,3,1998,69000,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0
1318,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,73,8,1998,68988,Petrol,86,1,0,1300,5,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
1319,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,79,2,1998,68945,Petrol,110,1,0,1600,5,4,5,85,1085,1,1,3,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1
1320,Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,74,7,1998,68285,Petrol,110,1,0,1600,3,4,5,69,1050,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0
1321,Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,76,5,1998,68000,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1
1322,Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,70,11,1998,68000,Petrol,86,1,1,1300,3,4,5,69,1045,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1323,Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,75,6,1998,67451,Petrol,86,1,0,1300,4,4,5,69,1000,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1324,Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,76,5,1998,67266,Petrol,86,1,0,1300,5,4,5,69,1035,0,1,3,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
1325,Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,78,3,1998,67255,Petrol,110,0,0,1600,5,4,5,85,1085,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1326,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,70,11,1998,67100,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,0
1327,Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9400,69,12,1998,67092,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0
1328,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,80,1,1998,66880,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1
1329,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,79,2,1998,66855,Petrol,110,1,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1
1330,Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,80,1,1998,66843,Petrol,110,1,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0
1331,Corolla 1.6HB 2/3-Doors,8500,74,7,1998,66718,Petrol,110,1,0,1600,3,4,5,69,1050,0,0,3,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
1332,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,80,1,1998,66168,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1333,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,80,1,1998,65950,Petrol,110,0,0,1600,5,4,5,85,1070,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
1334,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,78,3,1998,65500,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1335,Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,80,1,1998,65307,Petrol,110,1,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1
1336,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,79,2,1998,65254,Petrol,86,1,0,1300,3,4,5,69,1015,1,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1337,Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,71,10,1998,65021,Diesel,72,1,0,2000,3,4,5,185,1115,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1338,Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,75,6,1998,65006,Petrol,86,1,0,1300,3,4,5,69,1015,0,1,3,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0
1339,Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,77,4,1998,64280,Petrol,110,0,0,1600,4,4,5,69,1035,1,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1340,Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,75,6,1998,64000,Petrol,107,0,1,1600,3,4,5,85,1085,0,1,3,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0
1341,Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,71,10,1998,64000,Petrol,110,1,0,1600,5,4,5,85,1070,0,1,3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
